"DOI","year","title","citCounts"
"805","10.1214/009053604000000021",2004,"Asymptotic properties of the maximum likelihood estimator in autoregressive models with {M}arkov regime",4
"806","10.1214/009053604000000797",2004,"Nonparametric estimation of scalar diffusions based on low frequency data",2
"807","10.1214/009053604000000427",2004,"Estimators of diffusions with randomly spaced discrete observations: a general theory",4
"808","10.1214/009053604000000599",2004,"Geometric isomorphism and minimum aberration for factorial designs with quantitative factors",3
"809","10.1214/009053604000000382",2004,"Optimal designs for a class of nonlinear regression models",2
"810","10.1214/009053604000000715",2004,"Bump hunting with non-{G}aussian kernels",2
"811","10.1214/009053604000000607",2004,"Attributing a probability to the shape of a probability density",0
"812","10.1214/009053604000000012",2004,"Equivalence theory for density estimation, {P}oisson processes and {G}aussian white noise with drift",0
"813","10.1214/009053604000000788",2004,"On the posterior distribution of the number of components in a finite mixture",1
"814","10.1214/009053604000000409",2004,"New approaches to {B}ayesian consistency",10
"815","10.1214/009053604000000779",2004,"On optimal spatial subsample size for variance estimation",2
"816","10.1214/009053604000000418",2004,"On the testability of the car assumption",1
"817","10.1214/009053604000000751",2004,"Wavelet-based estimation with multiple sampling rates",0
"818","10.1214/009053604000000760",2004,"The {H}ough transform estimator",0
"819","10.1214/009053604000000210",2004,"Sieve empirical likelihood ratio tests for nonparametric functions",2
"820","10.1214/009053604000000634",2004,"Robust nonparametric inference for the median",0
"821","10.1214/009053604000000049",2004,"An adaptation theory for nonparametric confidence intervals",0
"822","10.1214/009053604000000391",2004,"Periodic boxcar deconvolution and {D}iophantine approximation",4
"823","10.1214/009053604000000436",2004,"Maximum {F}isher information in mixed state quantum systems",0
"824","10.1214/009053604000000445",2004,"Simultaneous prediction of independent {P}oisson observables",2
"825","10.1214/009053604000000454",2004,"Statistical properties of the method of regularization with periodic {G}aussian reproducing kernel",0
"826","10.1214/009053604000000058",2004,"Generalization bounds for averaged classifiers",0
"827","10.1214/009053604000000463",2004,"Complexity regularization via localized random penalties",7
"828","10.1214/009053604000000472",2004,"Construction of {$E(s^2)$}-optimal supersaturated designs",2
"829","10.1214/009053604000000481",2004,"Optimality of neighbor-balanced designs for total effects",1
"830","10.1214/009053604000000030",2004,"Needles and straw in haystacks: empirical {B}ayes estimates of possibly sparse sequences",18
"831","10.1214/009053604000000490",2004,"Convergence rates for posterior distributions and adaptive estimation",3
"832","10.1214/009053604000000508",2004,"Estimating marginal survival function by adjusting for dependent censoring using many covariates",1
"833","10.1214/009053604000000517",2004,"Statistical estimation in the proportional hazards model with risk set sampling",0
"834","10.1214/009053604000000526",2004,"A {B}ernstein-von {M}ises theorem in the nonparametric right-censoring model",2
"835","10.1214/009053604000000535",2004,"Robust inference for univariate proportional hazards frailty regression models",12
"836","10.1214/009053604000000544",2004,"Uniform asymptotics for robust location estimates when the scale is unknown",0
"837","10.1214/009053604000000553",2004,"Game theory, maximum entropy, minimum discrepancy and robust {B}ayesian decision theory",3
"838","10.1214/009053604000000562",2004,"Asymptotic global robustness in {B}ayesian decision theory",0
"839","10.1214/009053604000000571",2004,"Breakdown points for maximum likelihood estimators of location-scale mixtures",2
"840","10.1214/009053604000000373",2004,"Monomial ideals and the {S}carf complex for coherent systems in reliability theory",0
"841","10.1214/009053604000000355",2004,"The empirical process on {G}aussian spherical harmonics",1
"842","10.1214/009053604000000346",2004,"Estimation of fractal dimension for a class of non-{G}aussian stationary processes and fields",0
"843","10.1214/009053604000000337",2004,"Bounds on coverage probabilities of the empirical likelihood ratio confidence regions",3
"844","10.1214/009053604000000328",2004,"Empirical-likelihood-based confidence interval for the mean with a heavy-tailed distribution",1
"845","10.1214/009053604000000319",2004,"Semiparametric density estimation by local {$L_2$}-fitting",2
"846","10.1214/009053604000000300",2004,"Density estimation for biased data",1
"847","10.1214/009053604000000364",2004,"Densities, spectral densities and modality",2
"848","10.1214/009053604000000292",2004,"Testing predictor contributions in sufficient dimension reduction",12
"849","10.1214/009053604000000283",2004,"A stochastic process approach to false discovery control",43
"850","10.1214/009053604000000274",2004,"Martingale transforms goodness-of-fit tests in regression models",2
"851","10.1214/009053604000000265",2004,"Higher criticism for detecting sparse heterogeneous mixtures",23
"852","10.1214/009053604000000256",2004,"Nonconcave penalized likelihood with a diverging number of parameters",48
"853","10.1214/009053604000000247",2004,"Consistent covariate selection and post model selection inference in semiparametric regression",7
"854","10.1214/009053604000000238",2004,"Optimal predictive model selection",7
"855","10.1214/009053604000000229",2004,"Training samples in objective {B}ayesian model selection",7
"856","10.1214/009053604000000201",2004,"Mean squared error of empirical predictor",0
"857","10.1214/009053604000000184",2004,"Sufficient burn-in for {G}ibbs samplers for a hierarchical random effects model",0
"858","10.1214/009053604000000175",2004,"Finite sample properties of multiple imputation estimators",1
"859","10.1214/009053604000000166",2004,"Missing at random, likelihood ignorability and model completeness",0
"860","10.1214/009053604000000157",2004,"Information bounds for {C}ox regression models with missing data",0
"861","10.1214/009053604000000148",2004,"Selecting optimal multistep predictors for autoregressive processes of unknown order",0
"862","10.1214/009053604000000139",2004,"Local {W}hittle estimation in nonstationary and unit root cases",0
"863","10.1214/009053604000000120",2004,"The efficiency of the estimators of the parameters in {GARCH} processes",0
"864","10.1214/009053604000000111",2004,"Estimating invariant laws of linear processes by {$U$}-statistics",0
"865","10.1214/009053604000000102",2004,"Statistical inference for time-inhomogeneous volatility models",0
"866","10.1214/009053604000000094",2004,"Minimax estimation of linear functionals over nonconvex parameter spaces",0
"867","10.1214/009053604000000085",2004,"Confidence balls in {G}aussian regression",10
"868","10.1214/009053604000000076",2004,"Multiscale likelihood analysis and complexity penalized estimation",0
"869","10.1214/009053604000000067",2004,"Least angle regression",0
"870","10.1214/aos/1079120141",2004,"M{M} algorithms for generalized {B}radley-{T}erry models",0
"871","10.1214/aos/1079120140",2004,"Multinomial-{P}oisson homogeneous models for contingency tables",0
"872","10.1214/aos/1079120139",2004,"A generalized {EWMA} control chart and its comparison with the optimal {EWMA}, {CUSUM} and {GLR} schemes",0
"873","10.1214/aos/1079120138",2004,"Optimality of the {CUSUM} procedure in continuous time",0
"874","10.1214/aos/1079120137",2004,"Asymptotic properties of doubly adaptive biased coin designs for multitreatment clinical trials",0
"875","10.1214/aos/1079120136",2004,"Consistent estimation of distributions with type {II} bias with applications in competing risks problems",0
"876","10.1214/aos/1079120135",2004,"On the forward and backward algorithms of projection pursuit",0
"877","10.1214/aos/1079120134",2004,"Estimation of proportional covariances in the presence of certain linear restrictions",0
"878","10.1214/aos/1079120133",2004,"Influence function and maximum bias of projection depth based estimators",0
"879","10.1214/aos/1079120132",2004,"On the {S}tahel-{D}onoho estimator and depth-weighted means of multivariate data",0
"880","10.1214/aos/1079120131",2004,"Optimal aggregation of classifiers in statistical learning",0
"881","10.1214/aos/1079120130",2004,"Statistical behavior and consistency of classification methods based on convex risk minimization",0
"882","10.1214/aos/1079120129",2004,"On the {B}ayes-risk consistency of regularized boosting methods",0
"883","10.1214/aos/1079120128",2004,"Process consistency for {A}da{B}oost",0
"884","10.1214/aos/1079120126",2004,"Population theory for boosting ensembles",0
"885","10.1214/aos/1074290337",2003,"Testing conditional moment restrictions",0
"886","10.1214/aos/1074290336",2003,"Efficient and adaptive nonparametric test for the two-sample problem",0
"887","10.1214/aos/1074290335",2003,"The positive false discovery rate: a {B}ayesian interpretation and the {$q$}-value",21
"888","10.1214/aos/1074290334",2003,"Weak consistency of extreme value estimators in {$C[0,1]$}",0
"889","10.1214/aos/1074290333",2003,"Kernel-type estimators for the extreme value index",0
"890","10.1214/aos/1074290332",2003,"Autoregressive-aided periodogram bootstrap for time series",0
"891","10.1214/aos/1074290331",2003,"Bayesian bootstrap for proportional hazards models",0
"892","10.1214/aos/1074290330",2003,"Asymptotic results in jackknifing nonsmooth functions of the sample mean vector",0
"893","10.1214/aos/1074290329",2003,"Bootstrap confidence bands for regression curves and their derivatives",0
"894","10.1214/aos/1074290328",2003,"Maximal meaningful events and applications to image analysis",0
"895","10.1214/aos/1074290327",2003,"Estimating deformations of stationary processes",0
"896","10.1214/aos/1074290326",2003,"Rotation space random fields with an application to f{MRI} data",0
"897","10.1214/aos/1074290325",2003,"Asymptotics and the theory of inference",5
"898","10.1214/aos/1065705122",2003,"Optimal designs for estimating individual coefficients in {F}ourier regression models",0
"899","10.1214/aos/1065705121",2003,"Dimension reduction for the conditional mean in regressions with categorical predictors",7
"900","10.1214/aos/1065705120",2003,"Local asymptotics for polynomial spline regression",7
"901","10.1214/aos/1065705119",2003,"Ridgelets: estimating with ridge functions",0
"902","10.1214/aos/1065705118",2003,"Singular {W}ishart and multivariate beta distributions",0
"903","10.1214/aos/1065705117",2003,"Testing homogeneity of multivariate normal mean vectors under an order restriction when the covariance matrices are common but unknown",0
"904","10.1214/aos/1065705116",2003,"Enriched conjugate and reference priors for the {W}ishart family on symmetric cones",0
"905","10.1214/aos/1065705115",2003,"Projection-based depth functions and associated medians",6
"906","10.1214/aos/1065705114",2003,"A scatter matrix estimate based on the zonotope",0
"907","10.1214/aos/1065705113",2003,"Financial options and statistical prediction intervals",0
"908","10.1214/aos/1065705112",2003,"A concrete statistical realization of {K}leinberg's stochastic discrimination for pattern recognition. {I}. {T}wo-class classification",0
"909","10.1214/aos/1059655916",2003,"Edgeworth expansion for {$U$}-statistics under minimal conditions",0
"910","10.1214/aos/1059655915",2003,"Edgeworth expansions for semiparametric {W}hittle estimation of long memory",0
"911","10.1214/aos/1059655914",2003,"On the asymptotic distribution of scrambled net quadrature",1
"912","10.1214/aos/1059655913",2003,"Accelerated randomized stochastic optimization",1
"913","10.1214/aos/1059655912",2003,"Convergence of the {M}onte {C}arlo expectation maximization for curved exponential families",0
"914","10.1214/aos/1059655911",2003,"Regression {$M$}-estimators with non-i.i.d.\ doubly censored data",0
"915","10.1214/aos/1059655910",2003,"On {$M$}-estimators and normal quantiles",0
"916","10.1214/aos/1059655909",2003,"Saddlepoint approximations and tests based on multivariate {$M$}-estimates",3
"917","10.1214/aos/1059655908",2003,"A note on nonparametric estimation of linear functionals",0
"918","10.1214/aos/1059655907",2003,"Large sample theory for semiparametric regression models with two-phase, outcome dependent sampling",0
"919","10.1214/aos/1059655906",2003,"Asymptotic estimation theory of multipoint linkage analysis under perfect marker information",2
"920","10.1214/aos/1059655905",2003,"Decompounding: an estimation problem for {P}oisson random sums",0
"921","10.1214/aos/1059655904",2003,"Nonparametric estimators which can be ``plugged-in''",0
"922","10.1214/aos/1051027885",2003,"Efficient detection of random coefficients in autoregressive models",0
"923","10.1214/aos/1051027884",2003,"On adaptive estimation in nonstationary {ARMA} models with {GARCH} errors",0
"924","10.1214/aos/1051027883",2003,"A necessary and sufficient condition for asymptotic independence of discrete {F}ourier transforms under short- and long-range dependence",4
"925","10.1214/aos/1051027882",2003,"Valid asymptotic expansions for the maximum likelihood estimator of the parameter of a stationary, {G}aussian, strongly dependent process",0
"926","10.1214/aos/1051027881",2003,"Distributional results for means of normalized random measures with independent increments",0
"927","10.1214/aos/1051027880",2003,"Adaptive {B}ayesian inference on the mean of an infinite-dimensional normal distribution",0
"928","10.1214/aos/1051027879",2003,"Current status and right-censored data structures when observing a marker at the censoring time",0
"929","10.1214/aos/1051027878",2003,"Bayesian analysis of proportional hazard models",0
"930","10.1214/aos/1051027877",2003,"Estimating multiplicative and additive hazard functions by kernel methods",0
"931","10.1214/aos/1051027876",2003,"Estimation in a {C}ox regression model with a change-point according to a threshold in a covariate",7
"932","10.1214/aos/1051027875",2003,"Inference in components of variance models with low replication",0
"933","10.1214/aos/1051027873",2003,"Stochastic approximation",2
"934","10.1214/aos/1051027872",2003,"Compound decision theory and empirical {B}ayes methods",2
"935","10.1214/aos/1051027871",2003,"Robbins, empirical {B}ayes and microarrays",6
"936","10.1214/aos/1051027870",2003,"Herbert {R}obbins and sequential analysis",0
"937","10.1214/aos/1056562472",2003,"Hidden projection properties of some nonregular fractional factorial designs and their applications",0
"938","10.1214/aos/1056562471",2003,"Structure function for aliasing patterns in {$2^{l-n}$} design with multiple groups of factors",1
"939","10.1214/aos/1056562470",2003,"Indicator function and its application in two-level factorial designs",4
"940","10.1214/aos/1056562469",2003,"Universal optimality of balanced uniform crossover designs",0
"941","10.1214/aos/1056562468",2003,"S{PRT} and {CUSUM} in hidden {M}arkov models",2
"942","10.1214/aos/1056562467",2003,"Sequential methods for design-adaptive estimation of discontinuities in regression curves and surfaces",0
"943","10.1214/aos/1056562466",2003,"Nonparametric comparison of regression curves: an empirical process approach",0
"944","10.1214/aos/1056562465",2003,"Moderate deviations of minimum contrast estimators under contamination",0
"945","10.1214/aos/1056562464",2003,"Likelihood ratio of unidentifiable models and multilayer neural networks",0
"946","10.1214/aos/1056562463",2003,"Asymptotics for likelihood ratio tests under loss of identifiability",0
"947","10.1214/aos/1056562462",2003,"How do bootstrap and permutation tests work?",0
"948","10.1214/aos/1056562461",2003,"Slice sampling",10
"949","10.1214/aos/1046294467",2003,"Asymptotics for generalized estimating equations with large cluster sizes",0
"950","10.1214/aos/1046294466",2003,"The complex {W}ishart distribution and the symmetric group",0
"951","10.1214/aos/1046294465",2003,"Multivariate saddlepoint tail probability approximations",0
"952","10.1214/aos/1046294464",2003,"Model selection in nonparametric regression",7
"953","10.1214/aos/1046294463",2003,"Adaptive tests of linear hypotheses by model selection",0
"954","10.1214/aos/1046294462",2003,"Nonparametric estimation of component distributions in a multivariate mixture",0
"955","10.1214/aos/1046294461",2003,"Nonparametric estimation of convex models via mixtures",3
"956","10.1214/aos/1046294460",2003,"Wavelet threshold estimation for additive regression models",0
"957","10.1214/aos/1046294459",2003,"Wavelet thresholding for non-necessarily {G}aussian noise: idealism",0
"958","10.1214/aos/1046294458",2003,"Thresholding estimators for linear inverse problems and deconvolutions",0
"959","10.1214/aos/1046294457",2003,"Image denoising: pointwise adaptive approach",0
"960","10.1214/aos/1046294456",2003,"Large sample theory of intrinsic and extrinsic sample means on manifolds. {I}",0
"961","10.1093/biomet/ass021",2012,"Quadratic inference function approach to merging longitudinal studies: validation and joint estimation",0
"962","10.1093/biomet/ass035",2012,"Designs of variable resolution",0
"963","10.1093/biomet/ass030",2012,"The fitting of complex parametric models",0
"964","10.1093/biomet/ass025",2012,"Positive definite estimators of large covariance matrices",0
"965","10.1093/biomet/ass027",2012,"On the robustness of the adaptive lasso to model misspecification",0
"966","10.1093/biomet/ass014",2012,"Penalized empirical likelihood and growing dimensional general estimating equations",0
"967","10.1093/biomet/ass024",2012,"Inner envelopes: efficient estimation in multivariate linear regression",0
"968","10.1093/biomet/ass028",2012,"Objective {B}ayes, conditional inference and the signed root likelihood ratio statistic",0
"969","10.1093/biomet/ass023",2012,"On the stick-breaking representation of normalized inverse {G}aussian priors",0
"970","10.1093/biomet/ass031",2012,"Modelling covariance structure in bivariate marginal models for longitudinal data",0
"971","10.1093/biomet/ass026",2012,"An efficient method of estimation for longitudinal surveys with monotone missing data",0
"972","10.1093/biomet/ass018",2012,"Predictive accuracy of covariates for event times",0
"973","10.1093/biomet/ass017",2012,"Nonparametric incidence estimation from prevalent cohort survival data",0
"974","10.1093/biomet/ass020",2012,"On the estimation of an average rigid body motion",0
"975","10.1093/biomet/ass019",2012,"On multilinear principal component analysis of order-two tensors",0
"976","10.1093/biomet/ass022",2012,"Analysis of principal nested spheres",0
"977","10.1093/biomet/ass015",2012,"Inferring stochastic dynamics from functional data",0
"978","10.1093/biomet/ass034",2012,"Nonparametric estimation of diffusions: a differential equations approach",0
"979","10.1093/biomet/ass012",2012,"Inference for additive interaction under exposure misclassification",0
"980","10.1093/biomet/ass002",2012,"A generalized {D}unnett test for multi-arm multi-stage clinical studies with treatment selection",0
"981","10.1093/biomet/ass001",2012,"Information dynamics and optimal sampling in capture-recapture",0
"982","10.1093/biomet/asr082",2012,"Structuring shrinkage: some correlated priors for regression",0
"983","10.1093/biomet/asr073",2012,"A new residual for ordinal outcomes",0
"984","10.1093/biomet/ass010",2012,"Empirical bootstrap bias correction and estimation of prediction mean square error in small area estimation",0
"985","10.1093/biomet/ass013",2012,"Improved double-robust estimation in missing data and causal inference models",0
"986","10.1093/biomet/ass007",2012,"Multiple imputation in quantile regression",0
"987","10.1093/biomet/ass005",2012,"Corrected-loss estimation for quantile regression with covariate measurement errors",0
"988","10.1093/biomet/ass004",2012,"Nonparametric inference for assessing treatment efficacy in randomized clinical trials with a time-to-event outcome and all-or-none compliance",0
"989","10.1093/biomet/asr081",2012,"Efficient estimation for the {C}ox model with varying coefficients",0
"990","10.1093/biomet/ass008",2012,"Likelihood approaches for the invariant density ratio model with biased-sampling data",0
"991","10.1093/biomet/ass009",2012,"Analysing bivariate survival data with interval sampling and application to cancer epidemiology",0
"992","10.1093/biomet/ass006",2012,"Pointwise nonparametric maximum likelihood estimator of stochastically ordered survivor functions",0
"993","10.1093/biomet/asr084",2012,"Global optimality of nonconvex penalized estimators",0
"994","10.1093/biomet/ass003",2012,"Componentwise classification and clustering of functional data",0
"995","10.1093/biomet/asr085",2012,"Doubly misspecified models",0
"996","10.1093/biomet/asr053",2012,"Stochastic blockmodels with a growing number of classes",0
"997","10.1093/biomet/asr080",2012,"Dependence modelling for spatial extremes",0
"998","10.1093/biomet/asr064",2012,"Optimality of group testing in the presence of misclassification",0
"999","10.1093/biomet/asr061",2012,"On robust estimation via pseudo-additive information",0
"1000","10.1093/biomet/asr083",2012,"Estimating overdispersion when fitting a generalized linear model to sparse data",0
"1001","10.1093/biomet/asr075",2012,"Proportional likelihood ratio models for mean regression",1
"1002","10.1093/biomet/asr060",2012,"A proportional likelihood ratio model",1
"1003","10.1093/biomet/asr072",2012,"A maximum pseudo-profile likelihood estimator for the {C}ox model under length-biased sampling",0
"1004","10.1093/biomet/asr065",2012,"Mean residual life models with time-dependent coefficients under right censoring",0
"1005","10.1093/biomet/asr062",2012,"Estimating treatment effects with treatment switching via semicompeting risks models: an application to a colorectal cancer study",0
"1006","10.1093/biomet/asr076",2012,"A functional generalized method of moments approach for longitudinal studies with missing responses and covariate measurement error",0
"1007","10.1093/biomet/asr068",2012,"A moving average {C}holesky factor model in covariance modelling for longitudinal data",0
"1008","10.1093/biomet/asr067",2012,"Bayesian analysis of multistate event history data: beta-{D}irichlet process prior",0
"1009","10.1093/biomet/asr059",2012,"Directed acyclic graphs with edge-specific bounds",0
"1010","10.1093/biomet/asr077",2012,"Optimal allocation to maximize the power of two-sample tests for binary response",0
"1011","10.1093/biomet/asr063",2012,"Combining data from two independent surveys: a model-assisted approach",0
"1012","10.1093/biomet/asr071",2012,"Optimal fractions of two-level factorials under a baseline parameterization",0
"1013","10.1093/biomet/asr079",2012,"Conservative hypothesis tests and confidence intervals using importance sampling",0
"1014","10.1093/biomet/asr078",2012,"Modelling the distribution of the cluster maxima of exceedances of subasymptotic thresholds",0
"1015","10.1093/biomet/asr066",2012,"A direct approach to sparse discriminant analysis in ultra-high dimensions",0
"1016","10.1093/biomet/asr074",2012,"Factor profiled sure independence screening",0
"1017","10.1093/biomet/asr046",2012,"Studies in the history of probability and statistics, {L}: {K}arl {P}earson and the rule of three",0
"1018","10.1093/biomet/asr044",2011,"Generalized linear time series regression",0
"1019","10.1093/biomet/asr050",2011,"Empirical likelihood and quantile regression in longitudinal data analysis",0
"1020","10.1093/biomet/asr052",2011,"Wild bootstrap for quantile regression",0
"1021","10.1093/biomet/asr040",2011,"Likelihood analysis of the binary instrumental variable model",0
"1022","10.1093/biomet/asr057",2011,"False discovery rate for scanning statistics",0
"1023","10.1093/biomet/asr042",2011,"Blocking, efficiency and weighted optimality",0
"1024","10.1093/biomet/asr058",2011,"Inverse probability weighting for clustered nonresponse",0
"1025","10.1093/biomet/asr037",2011,"Elliptical graphical modelling",0
"1026","10.1093/biomet/asr033",2011,"Quantifying the failure of bootstrap likelihood ratio tests",0
"1027","10.1093/biomet/asr048",2011,"Estimation of latent factors for high-dimensional time series",2
"1028","10.1093/biomet/asr051",2011,"Threshold estimation based on a {$p$}-value framework in dose-response and regression settings",0
"1029","10.1093/biomet/asr036",2011,"A goodness-of-fit test of logistic regression models for case-control data with measurement error",0
"1030","10.1093/biomet/asr041",2011,"Covariate selection for the nonparametric estimation of an average treatment effect",0
"1031","10.1093/biomet/asr055",2011,"Optimizing randomized trial designs to distinguish which subpopulations benefit from treatment",0
"1032","10.1093/biomet/asr049",2011,"The {A}alen additive gamma frailty hazards model",0
"1033","10.1093/biomet/asr045",2011,"Forward adaptive banding for estimating large covariance matrices",0
"1034","10.1093/biomet/asr054",2011,"Sparse estimation of a covariance matrix",1
"1035","10.1093/biomet/asr043",2011,"Square-root lasso: pivotal recovery of sparse signals via conic programming",0
"1036","10.1093/biomet/asr056",2011,"Nonparametric estimation of the variogram and its spectrum",0
"1037","10.1093/biomet/asr047",2011,"Non-{G}aussian spatiotemporal modelling through scale mixing",0
"1038","10.1093/biomet/asr026",2011,"Multinomial logit bias reduction via the {P}oisson log-linear model",0
"1039","10.1093/biomet/asr027",2011,"On protected estimation of an odds ratio model with missing binary exposure and confounders",0
"1040","10.1093/biomet/asr014",2011,"Construction of {$\phi_p$}-optimal exact designs with minimum experimental run size for a linear log contrast model in mixture experiments",0
"1041","10.1093/biomet/asr022",2011,"Robust designs through partially clear two-factor interactions",1
"1042","10.1093/biomet/asr028",2011,"Nested orthogonal array-based {L}atin hypercube designs",0
"1043","10.1093/biomet/asr024",2011,"Sudoku-based space-filling designs",0
"1044","10.1093/biomet/asr031",2011,"Generalized varying coefficient models with unknown link function",0
"1045","10.1093/biomet/asr023",2011,"Conditional {A}kaike information under generalized linear and proportional hazards mixed models",0
"1046","10.1093/biomet/asr007",2011,"Efficient restricted estimators for conditional mean models with missing data",0
"1047","10.1093/biomet/asr035",2011,"Marginal methods for correlated binary data with misclassified responses",0
"1048","10.1093/biomet/asr034",2011,"A construction principle for multivariate extreme value distributions",0
"1049","10.1093/biomet/asr029",2011,"Aggregation-cokriging for highly multivariate spatial data",1
"1050","10.1093/biomet/asr017",2011,"Testing parametric assumptions of trends of a nonstationary time series",0
"1051","10.1093/biomet/asr032",2011,"Functional mixed effects spectral analysis",0
"1052","10.1093/biomet/asr030",2011,"Semiparametric inference in mixture models with predictive recursion marginal likelihood",0
"1053","10.1093/biomet/asq082",2011,"A class of mixtures of dependent tail-free processes",0
"1054","10.1093/biomet/asr025",2011,"Bayesian isotonic density regression",0
"1055","10.1093/biomet/asr021",2011,"The covariate-adaptive biased coin design for balancing clinical trials in the presence of prognostic factors",0
"1056","10.1093/biomet/asr019",2011,"Sample size formulae for two-stage randomized trials with survival outcomes",0
"1057","10.1093/biomet/asr002",2011,"An {A}kaike-type information criterion for model selection under inequality constraints",0
"1058","10.1093/biomet/asr006",2011,"The dimple in {G}neiting's spatial-temporal covariance model",0
"1059","10.1093/biomet/asr020",2011,"On the likelihood function of {G}aussian max-stable processes",1
"1060","10.1093/biomet/asr004",2011,"Empirical likelihood for small area estimation",0
"1061","10.1093/biomet/asr011",2011,"On balanced random imputation in surveys",0
"1062","10.1093/biomet/asr001",2011,"Optimal design for additive partially nonlinear models",0
"1063","10.1093/biomet/asr008",2011,"Maximum likelihood estimation of a generalized threshold stochastic regression model",0
"1064","10.1093/biomet/asr012",2011,"Distribution estimators and confidence intervals for stereological volumes",0
"1065","10.1093/biomet/asq079",2011,"Maximum smoothed likelihood for multivariate mixtures",0
"1066","10.1093/biomet/asr015",2011,"The union closure method for testing a fixed sequence of families of hypotheses",0
"1067","10.1093/biomet/asr016",2011,"Testing against a high-dimensional alternative in the generalized linear model: asymptotic type {I} error control",0
"1068","10.1093/biomet/asr010",2011,"Sure independence screening and compressed random sensing",0
"1069","10.1093/biomet/asq080",2011,"Efficient semiparametric regression for longitudinal data with nonparametric covariance estimation",0
"1070","10.1093/biomet/asr005",2011,"Time-dependent cross ratio estimation for bivariate failure times",0
"1071","10.1093/biomet/asq083",2011,"Nonparametric inference for competing risks current status data with continuous, discrete or grouped observation times",0
"1072","10.1093/biomet/asr009",2011,"Bayesian influence analysis: a geometric approach",0
"1073","10.1093/biomet/asr013",2011,"Sparse {B}ayesian infinite factor models",0
"1074","10.1093/biomet/asr003",2011,"Sample size and power analysis for sparse signal recovery in genome-wide association studies",1
"1075","10.1093/biomet/asr018",2011,"False discovery rates and copy number variation",1
"1076","10.1093/biomet/asq074",2011,"Testing a linear time series model against its threshold extension",0
"1077","10.1093/biomet/asq068",2011,"Recapture models under equality constraints for the conditional capture probabilities",0
"1078","10.1093/biomet/asq071",2011,"A novel reversible jump algorithm for generalized linear models",0
"1079","10.1093/biomet/asq081",2011,"Data-driven selection of the spline dimension in penalized spline regression",0
"1080","10.1093/biomet/asq078",2011,"Assessing the validity of weighted generalized estimating equations",0
"1081","10.1093/biomet/asq075",2011,"The effect of correlation in false discovery rate estimation",1
"1082","10.1093/biomet/asq064",2011,"Variance estimation for generalized {C}avalieri estimators",0
"1083","10.1093/biomet/asq069",2011,"Nonparametric estimation for length-biased and right-censored data",0
"1084","10.1093/biomet/asq059",2011,"A unified framework for studying parameter identifiability and estimation in biased sampling designs",0
"1085","10.1093/biomet/asq066",2011,"Estimation of covariate effects in generalized linear mixed models with informative cluster sizes",0
"1086","10.1093/biomet/asq063",2011,"Partial envelopes for efficient estimation in multivariate linear regression",1
"1087","10.1093/biomet/asq073",2011,"Parametric fractional imputation for missing data analysis",0
"1088","10.1093/biomet/asq070",2011,"Horvitz-{T}hompson estimators for functional data: asymptotic confidence bands and optimal allocation for stratified sampling",0
"1089","10.1093/biomet/asq077",2011,"On asymptotic normality and variance estimation for nondifferentiable survey estimators",0
"1090","10.1093/biomet/asq076",2011,"A self-normalized confidence interval for the mean of a class of nonstationary processes",0
"1091","10.1093/biomet/asq062",2011,"Particle approximations of the score and observed information matrix in state space models with application to parameter estimation",0
"1092","10.1093/biomet/asq065",2011,"Bootstrap inference for mean reflection shape and size-and-shape with three-dimensional landmark data",0
"1093","10.1093/biomet/asq067",2011,"Bayesian geostatistical modelling with informative sampling locations",0
"1094","10.1093/biomet/asq072",2011,"The multivariate beta process and an extension of the {P}olya tree model",0
"1095","10.1093/biomet/asq060",2011,"Joint estimation of multiple graphical models",0
"1096","10.1093/biomet/asq011",2010,"Copula inference under censoring",0
"1097","10.1093/biomet/asq017",2010,"The horseshoe estimator for sparse signals",4
"1098","10.1093/biomet/asq010",2010,"Efficient scalable schemes for monitoring a large number of data streams",0
"1099","10.1093/biomet/asq012",2010,"Calibrating parametric subject-specific risk estimation",1
"1100","10.1093/biomet/asq004",2010,"Risk-adjusted monitoring of time to event",0
"1101","10.1093/biomet/asq009",2010,"Efficient estimation in multi-phase case-control studies",0
"1102","10.1093/biomet/asq014",2010,"A theory for testing hypotheses under covariate-adaptive randomization",1
"1103","10.1093/biomet/asq019",2010,"Evidence factors in observational studies",2
"1104","10.1093/biomet/asq006",2010,"On the relative efficiency of using summary statistics versus individual-level data in meta-analysis",0
"1105","10.1093/biomet/asq018",2010,"Sufficient dimension reduction through discretization-expectation estimation",1
"1106","10.1093/biomet/asp084",2010,"The maximal data piling direction for discrimination",1
"1107","10.1093/biomet/asp075",2010,"The distribution-based {$p$}-value for the outlier sum in differential gene expression analysis",0
"1108","10.1093/biomet/asp066",2010,"Nonparametric {B}ayesian inference for the spectral density function of a random field",0
"1109","10.1093/biomet/asp071",2010,"Weighted least squares approximate restricted likelihood estimation for vector autoregressive processes",0
"1110","10.1093/biomet/asp079",2010,"Global and local spectral-based tests for periodicities",0
"1111","10.1093/biomet/asp074",2010,"Pseudo-score confidence intervals for parameters in discrete statistical models",0
"1112","10.1093/biomet/asp083",2010,"A note on the sensitivity to assumptions of a generalized linear mixed model",0
"1113","10.1093/biomet/asp062",2010,"On doubly robust estimation in a semiparametric odds ratio model",1
